data_status,simulation_scenario,predictor,exposure_definition,outcome,outcome_definition,n,events_total,event_rate,exposed_total,exposure_prevalence,events_exposed,non_events_exposed,events_unexposed,non_events_unexposed,crude_or,crude_ci_low,crude_ci_high,adjusted_or,adjusted_ci_low,adjusted_ci_high,p_value,adjustment_set,q_value_global_132_tests,q_value_within_outcome_22_tests,fdr_significant_global_0_05
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,296,0.296,112,184,293,411,0.853835880694465,0.6461978707650234,1.1281926854667579,0.8648979560530236,0.6538147949857043,1.1441290104196162,0.30926782481234094,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,451,0.451,190,261,215,334,1.1308919183818944,0.8775841273360941,1.45731502111784,1.1400847984717402,0.8840402005173119,1.4702876033756733,0.312386955787191,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,295,0.295,113,182,292,413,0.8781612223393045,0.664696555494284,1.1601792217006501,0.8759148577043524,0.6626069215032075,1.157891372771484,0.35215281114480124,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),mai_meaningful_improvement,Anchor-alapu szamottevo MAI javulas,1000,405,0.405,700,0.7,281,419,124,176,0.9518823619986142,0.7229936147789485,1.253233794272291,0.963805870371747,0.7311010003072858,1.2705792433228924,0.7937282528987,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9279847737135838,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F5,F5 >= 2 vs F5 = 1,mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,374,0.374,104,270,170,456,1.033202614379085,0.7756742639507149,1.3762318694482347,1.027806656761229,0.7708822928710611,1.3703603435335199,0.8517529038921937,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9369281942814132,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F7,F7 >= 2 vs F7 = 1,mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,345,0.345,88,257,186,469,0.8633948370361073,0.642365433567996,1.1604775189723817,0.8614940861069992,0.6403699089614721,1.1589739774015313,0.32457032700534316,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F8,F8 >= 2 vs F8 = 1,mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,482,0.482,128,354,146,372,0.921290921755282,0.6974152637318805,1.21703238608068,0.9212665335299843,0.6965805709318479,1.2184262111516628,0.5653440783083057,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A1_Kaan,A1_Kaan >= 2 vs A1_Kaan = 1,mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,437,0.437,109,328,165,398,0.801589061345159,0.6042247734533273,1.0634205208036636,0.813532033189457,0.6125530852021616,1.0804522661198348,0.1540203236106449,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_jobb,"A3_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,398,0.398,107,291,167,435,0.9577751713068708,0.7206223397395078,1.2729736898019364,0.9646485637596911,0.7249398412662988,1.2836194103198812,0.8049620515034869,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9320613227935112,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_bal,"A3_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,376,0.376,114,262,160,464,1.2618320610687024,0.9498748676569221,1.6762420025581424,1.249668772012541,0.9394031156098298,1.662408835773922,0.12585328440956586,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_jobb,"A4_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,270,0.27,72,198,202,528,0.9504950495049505,0.693852234217413,1.3020651870529716,0.9484530351787397,0.6911181738484292,1.3016054185503865,0.7431310799143285,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9082713198952904,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_bal,"A4_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,275,0.275,79,196,195,530,1.0954997383568812,0.8046913343064354,1.491403753930543,1.1064485327078213,0.8117675828669484,1.508102049613314,0.5220570081392395,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_jobb,"A5_jobb in {1,3} vs 2",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,442,0.442,120,322,154,404,0.9776558844881826,0.7388988849523584,1.2935613355757032,0.9812041069021346,0.7403609270625316,1.3003947996303424,0.8949476363132773,age_per_10y + gender + denture_type + baseline_outcome,0.9683039999455132,0.9375641904234333,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_bal,"A5_bal in {1,3} vs 2",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,448,0.448,115,333,159,393,0.8535894384950988,0.6445798587217325,1.130371853311234,0.8498928905512704,0.6409580372038856,1.126934812395258,0.2585466069486356,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,415,0.415,109,306,165,420,0.9067142008318478,0.6830601490348698,1.2035991898396743,0.8892803066568521,0.6682198226339835,1.1834720207647524,0.42097633413687474,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,407,0.407,103,304,171,422,0.8361418898122499,0.628484564734258,1.1124111857773549,0.846039533576365,0.6352689927202689,1.1267398544183271,0.252755822006285,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,440,0.44,121,319,153,407,1.0090151002929908,0.7626806908459726,1.3349118246195213,1.0044196934244434,0.7584869630164498,1.3300939498375706,0.9754475182522865,age_per_10y + gender + denture_type + baseline_outcome,0.9904544031484754,0.9754475182522865,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,406,0.406,108,298,166,428,0.9344222527694671,0.7034966503916649,1.2411501120647142,0.9405332563774245,0.7075224106427774,1.2502823840565964,0.672953198237105,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,331,0.331,88,243,186,483,0.9403955927253418,0.6989177509135949,1.2653046365774385,0.9369567282528054,0.6957327151574285,1.2618177807256847,0.6680987846678221,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,366,0.366,104,262,170,464,1.0834306241580602,0.8129730269750677,1.4438632997838967,1.0757518710510021,0.80629607191452,1.4352570084111949,0.61963141295674,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,378,0.378,113,265,161,461,1.2209773819289815,0.9190606927460451,1.6220754286943313,1.2079212846265994,0.9076202999395946,1.6075817497152507,0.1952127683665138,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,388,0.388,101,287,173,439,0.893013232361886,0.6702068787957951,1.1898902538963723,0.8913768994109276,0.6680366338500396,1.1893850375005026,0.43457249855091984,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,296,0.296,77,219,197,507,0.9048744871705723,0.6653886544425969,1.2305557542427918,0.8863513835123971,0.6507403511099886,1.2072691876480155,0.4441434024026445,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,451,0.451,120,331,154,395,0.9298858241456429,0.7029301956809768,1.230118795948635,0.9201065890513435,0.6948597726458766,1.2183697611275466,0.5610843945687776,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,295,0.295,84,211,190,515,1.0790720878024445,0.7972526007056455,1.4605114735828055,1.0820687310584323,0.7987955070012506,1.4657978524816277,0.6105274376726937,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),mai_meaningful_deterioration,Anchor-alapu szamottevo MAI romlas,1000,274,0.274,700,0.7,201,499,73,227,1.2525599143492465,0.9183027611736341,1.7084848324200352,1.2305680015304727,0.9007642640389683,1.681125314186744,0.19243754651164335,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.8708806094833124,0
