predictor,outcome,outcome_scale,adjusted,n,status,likelihood_estimate,likelihood_se,likelihood_lo,likelihood_hi,neutral_post_mean,neutral_post_sd,neutral_post_lo,neutral_post_hi,neutral_post_p_expected_direction,neutral_post_p_rope_abs_lt_0_1,n_nonmissing,n_unique,certainty,elicited_q,note
A12_spinae_present,OHIP_worse,raw_z,True,35,ok,0.14810154706390113,0.45580082140727296,-0.7452680628943539,1.0414711570221562,0.0808848318492313,0.33684402595893026,-0.5793173274377471,0.7410869911362097,0.5948835072923936,0.22699273696666766,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,OHIP_worse_rank,rank_normal,False,41,ok,0.37502641237918394,0.2983216237637851,-0.20968397019783486,0.9597367949562028,0.2765715844480259,0.2561872934001542,-0.2255462839130724,0.778689452809124,0.8598326841938425,0.17454631673088486,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,OHIP_worse_rank,rank_normal,True,35,ok,0.4887680973830875,0.4364452550060938,-0.3666646024288564,1.3442007971950314,0.27740371175528206,0.32880202575866463,-0.36703641677551185,0.9218438402860758,0.8005758926037185,0.16923260573177934,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,GOHAI_worse,raw_z,False,41,ok,-0.34471839468795606,0.3151314038210394,-0.9623759461771932,0.2729391568012811,-0.24671535608117964,0.26659840431016957,-0.76923862686496,0.2758079147026006,0.1773738754879079,0.19433659399034453,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,GOHAI_worse,raw_z,True,35,ok,-0.19125753276761168,0.42682893955851753,-1.027842254302306,0.6453271887670826,-0.11063459096436964,0.3246310453359527,-0.7468997480864267,0.5256305661576871,0.36662669174207785,0.2287134631060339,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,GOHAI_worse_rank,rank_normal,False,41,ok,-0.1706085580726085,0.324148894563338,-0.8059403914167509,0.46472327527153395,-0.12012233787702731,0.2719919349840281,-0.6532167345310825,0.4129720587770278,0.3293751068144977,0.26134052160507515,41,2,strong,0.98,palpable/painful vs not palpable
A12_spinae_present,GOHAI_worse_rank,rank_normal,True,35,ok,0.05632352099080384,0.416072539164265,-0.7591786557711555,0.8718256977527632,0.03327897866999033,0.31982260015211517,-0.59356179907011,0.6601197564100905,0.5414369481645606,0.2441883534771221,41,2,strong,0.98,palpable/painful vs not palpable
A13_TMJ_risk,MAI_worse,raw_z,False,34,ok,-1.852032567301744,0.9643024937982484,-3.742065455146311,0.038000320542822985,-0.39241992126125336,0.4438789023220802,-1.2624065833097033,0.4775667407871964,0.1883292740507566,0.12137930729296731,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,MAI_worse,raw_z,True,31,ok,-1.8702530205453296,1.041420170431353,-3.9114365545907814,0.17093051350012245,-0.35035117684303896,0.45074154899471547,-1.2337883792084776,0.5330860255223996,0.21849759063965268,0.13043856858903125,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,MAI_worse_rank,rank_normal,False,34,ok,-1.431960224610877,0.9982421834516891,-3.3885149041761875,0.5245944549544337,-0.2871990842694272,0.4470560393794274,-1.1634128205242251,0.5890146519853706,0.26029928331725327,0.14448872675688718,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,MAI_worse_rank,rank_normal,True,31,ok,-1.4901913580925126,1.084784907275882,-3.616369776353241,0.635987060168216,-0.26111489298132806,0.45408633784961866,-1.151107761038268,0.6288779750756117,0.28263429299206566,0.14813324360752167,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,OHIP_worse,raw_z,False,40,ok,-0.284180411636251,0.37993831067778794,-1.0288595005647154,0.46049867729221333,-0.18015605638761192,0.3025104984440309,-0.7730657382831726,0.4127536255079487,0.27574243994700265,0.2183204015929079,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,OHIP_worse,raw_z,True,34,ok,-0.47330008220583986,0.8271953523835337,-2.0946029728775657,1.1480028084658862,-0.12665212536485454,0.4279036950950455,-0.9653279566027524,0.7120237058730432,0.3836216159405522,0.1770009724806746,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,OHIP_worse_rank,rank_normal,False,40,ok,0.05690264453203496,0.41260133371159674,-0.7517959695426947,0.8656012586067646,0.03385128938829142,0.3182379806055357,-0.589883691111315,0.6575862698878976,0.5423559958713556,0.24530742534313799,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,OHIP_worse_rank,rank_normal,True,34,ok,0.25684481068778253,0.8570025688818279,-1.4228802243206002,1.9365698456961653,0.06522523308030706,0.43187150067275015,-0.7812273541875492,0.911677820348163,0.5600236826793265,0.1810728479642873,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,GOHAI_worse,raw_z,False,40,ok,-0.8555507579348803,0.43145465885322315,-1.7012018892871978,-0.009899626582562937,-0.4903958687399932,0.3266522651488898,-1.1306225439002455,0.14983080642025903,0.06664183265093664,0.08066688273501554,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,GOHAI_worse,raw_z,True,34,ok,-1.1575196168512514,0.8344786008002311,-2.7930976744197045,0.4780584407172015,-0.3057838193311349,0.4289022007580782,-1.1464166857069362,0.5348490470446663,0.23793979499546397,0.14363855145125404,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,GOHAI_worse_rank,rank_normal,False,40,ok,-0.5623511328192459,0.45574651620178913,-1.4556143045747527,0.33091203893626087,-0.3071581431368373,0.3368221060914057,-0.9673173402729218,0.3530010539992471,0.18090281524617063,0.1558995379466258,40,3,strong,0.98,additive clinical factor
A13_TMJ_risk,GOHAI_worse_rank,rank_normal,True,34,ok,-0.6383709196789886,0.8799889819247785,-2.3631493242515544,1.0864074848935772,-0.15579436844591793,0.4347269503309772,-1.0078435342035663,0.6962547973117303,0.36003212560088815,0.17080745663722618,40,3,strong,0.98,additive clinical factor
A6_A9_tuberculum_composite,MAI_worse,raw_z,False,35,ok,0.03411365067946161,0.7899258106067728,-1.514140938109813,1.5823682394687364,0.00975810142249334,0.42247874984308503,-0.8182850325034605,0.837801235348447,0.5092136542450573,0.1870601644029506,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,MAI_worse,raw_z,True,32,ok,0.06940950956265537,0.8689876992768929,-1.6338063810200545,1.7726254001453654,0.017263648770369334,0.433381568370902,-0.8321486168000819,0.8666759143408204,0.5158875662947344,0.1823437805613642,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,MAI_worse_rank,rank_normal,False,35,ok,-0.2223992970733265,0.8204423532988011,-1.8304663095389766,1.3856677153923238,-0.06022996323628689,0.4269604677305721,-0.8970571028105844,0.7765971763380104,0.4439085704423034,0.183380652679265,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,MAI_worse_rank,rank_normal,True,32,ok,-0.12511755135781588,0.8869846704784512,-1.86360750549558,1.6133724027799485,-0.030170856107637683,0.43556283183019245,-0.8838583194990913,0.8235166072838158,0.47238788355406786,0.18116053008431882,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,OHIP_worse,raw_z,False,41,ok,0.47457126452716897,0.799043943248135,-1.0915548642391757,2.0406973932935135,0.1335359131823446,0.42385663432780996,-0.6972078247085266,0.9642796510732157,0.6236380475571309,0.1776440448753851,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,OHIP_worse,raw_z,True,35,ok,0.9586052201359223,0.6167199196328321,-0.25016582234442875,2.1673762626162736,0.38019162649960364,0.3883911765110057,-0.3810410913751067,1.1414243443743137,0.8361824436301881,0.1271645490269474,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,OHIP_worse_rank,rank_normal,False,41,ok,0.6620034894243817,0.7504459447431774,-0.808870562272246,2.1328775411210095,0.20352577231900768,0.4161012126988189,-0.6120176184941181,1.0190691631321334,0.6876236252581149,0.16889526482756023,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,OHIP_worse_rank,rank_normal,True,35,ok,1.0450973956177882,0.6383496014966037,-0.20606782331555507,2.2962626145511313,0.39738135024378207,0.3936261563004354,-0.3741117394780056,1.1688744399655695,0.843642136126758,0.12178801954074514,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,GOHAI_worse,raw_z,False,41,ok,0.3869135402929372,0.7778648336479612,-1.1377015336570668,1.911528614242941,0.11312286313816873,0.42060300199506984,-0.7112438725615968,0.9374895988379341,0.6060174623605876,0.1813750790996843,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,GOHAI_worse,raw_z,True,35,ok,0.9923061430400089,0.5448399920832393,-0.07558024144314013,2.060192527523158,0.4536458916935459,0.36838728253308317,-0.2683799144338786,1.1756716978209703,0.8909203491530402,0.10209804642805907,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,GOHAI_worse_rank,rank_normal,False,41,ok,0.6778591801065109,0.7709231172740858,-0.8331501297506972,2.188868489963719,0.20071098959308195,0.419495111216503,-0.6214843200818886,1.0229062992680522,0.6838380372573684,0.16839908006671273,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A6_A9_tuberculum_composite,GOHAI_worse_rank,rank_normal,True,35,ok,1.1952359058938091,0.5811840000686629,0.05611526575922987,2.3343565460283884,0.5083731986373176,0.3790339901267801,-0.23451977092768195,1.251266168202317,0.9100777220952934,0.08640959851824831,41,14,construct_summary,,simple formative pilot summary; not a validated latent score
A3_A9_asymmetry_proportion,MAI_worse,raw_z,False,35,ok,-1.6843508285356725,0.9084172750673296,-3.4648486876676383,0.09614703059629348,-0.391628638943917,0.4380324944437258,-1.2501565521118612,0.4668992742240269,0.1856440965769381,0.12192381191682533,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,MAI_worse,raw_z,True,32,ok,-2.077965195274449,1.159087467199984,-4.349776630986417,0.19384624043751986,-0.32600978620610555,0.459105392548797,-1.2258398207098717,0.5738202482976603,0.2388217067616471,0.1345332502038048,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,MAI_worse_rank,rank_normal,False,35,ok,-1.4690765758845707,0.8505383474039993,-3.1361317367964094,0.19797858502726773,-0.3772994691007377,0.4310372259409356,-1.2221169079410255,0.4675179697395499,0.19069740591039552,0.12592864673140247,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,MAI_worse_rank,rank_normal,True,32,ok,-1.9985660129171192,1.0810964938565264,-4.117515140875911,0.12038311504167254,-0.3521653501782926,0.45381466045748525,-1.2416257403312374,0.5372950399746519,0.21887112729877306,0.12968638305977798,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,OHIP_worse,raw_z,False,41,ok,-1.8805126100135696,0.6703756282392973,-3.1944488413625924,-0.566576378664547,-0.672184460004446,0.4007968743149524,-1.4577318987779795,0.11336297876908741,0.04675950779871959,0.04968773594613973,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,OHIP_worse,raw_z,True,35,ok,-2.1022214213874,0.6969614189040371,-3.468265802439313,-0.7361770403354875,-0.7143073422521443,0.40626748573056926,-1.5105769823737005,0.08196229786941178,0.03935509963102897,0.04274163833517619,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,OHIP_worse_rank,rank_normal,False,41,ok,-1.6119970870643503,0.6913003606227324,-2.9669457938849058,-0.25704838024379484,-0.5536493775888446,0.40513714668255457,-1.3477035938859727,0.24040483870828344,0.08587963443934332,0.07808318324044328,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,OHIP_worse_rank,rank_normal,True,35,ok,-1.9006547845188697,0.7338761602215981,-3.339052058553202,-0.46225751048453745,-0.602560526272966,0.4132106412409797,-1.4124385011339875,0.20731744858805545,0.07238712066668901,0.06740588545177317,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,GOHAI_worse,raw_z,False,41,ok,-0.7085582646374262,0.8545225838795679,-2.383422529041379,0.9663059997665269,-0.18071614719365653,0.43155309986771906,-1.0265446803510032,0.66511238596369,0.3376966417195576,0.16812454633018104,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,GOHAI_worse,raw_z,True,35,ok,-0.555148083222529,1.0625899249580872,-2.6378243361403797,1.527528169695322,-0.10063613054166569,0.45241629243557857,-0.9873557697345408,0.7860835086512092,0.4119851285408819,0.17072861055288657,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,GOHAI_worse_rank,rank_normal,False,41,ok,-0.3851841390805696,0.8387765845588672,-2.029186244815949,1.25881796665481,-0.10098728192759868,0.4294824698319948,-0.9427574547896189,0.7407828909344214,0.40705114449299584,0.17918187561600052,41,6,exploratory,,proportion of bilateral items with unequal sides
A3_A9_asymmetry_proportion,GOHAI_worse_rank,rank_normal,True,35,ok,-0.2773198866910293,1.1436077279530186,-2.5187910334789456,1.964151260096887,-0.044503949315295166,0.4581269605743639,-0.9424162923878499,0.8534083937572594,0.461306310903386,0.17198856067640966,41,6,exploratory,,proportion of bilateral items with unequal sides
